"","RunIdentifier","eventID","principalInvestigator","samplingProtocol","dayDeployed","dayCollected","yearDeployed","yearCollected","lengthDeployment","collectorList","continentOcean","country","county","locality","island","islandGroup","locationID","decimalLatitude","decimalLongitude","DMSLatitude","DMSLongitude","habitat","fullUnit","unitNotes","unitAttachment","unitRetrievalBin","unitRetrievalFilteredWater","unitRetrievalBubbler","bcid","uniqueLatLong","materialSampleID","sampleSizeFractionation","institutionCode","institutionID","datasetName","fractionStorageBuffer","fractionNotes","homogenisation","homogenisationSample","homogenisationMethod","sampleExtractionKitManufacturer","sampleExtractionKit","sampleExtractCleanUp","sampleExtractCleanUpKitManufacturer","sampleExtractCleanUpKit","metabarcodingGeneticMarker","ampliconPrimerForward","ampliconPrimerReverse","ampliconPrimerRef","ampliconPCRTriplicates","ampliconPCRProtocol","ampliconPCRPolymerase","ampliconPCRCycles","ampliconAnnealingTemp","ampliconPCRNotes","ampliconPCRTriplicateMerged","sequencingTriplicates","sample_name"
"SAI.5.BS","Run10","Ransome_SAI05_SAI05A_110101_140101","Ransome","ARMS","01/01/2011","01/01/2014",2011,2014,36,"Molly Timmers","Pacific","Northern Mariana Islands","","Northern Mariana Islands","Saipan","Northern Mariana Islands","SAI05",15.09787,145.74339,"15° 05' 52.33"" N","145° 44' 36.20"" E","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2MI_2014_SAI_05A","15.09787 145.74339","Ransome_SAI05_SAI05A_110101_140101_sessile_DMSO","sessile","ICL","Imperial College London","Ransome ARMS","DMSO","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","blender","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","SAI.5.BS"
"SAI.6.BS","Run10","Ransome_SAI06_SAI06B_110101_140101","Ransome","ARMS","01/01/2011","01/01/2014",2011,2014,36,"Molly Timmers","Pacific","Northern Mariana Islands","","Northern Mariana Islands","Saipan","Northern Mariana Islands","SAI06",15.15643,145.69002,"15° 09' 23.14"" N","145° 41' 24.07"" E","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2MI_2014_SAI_06B","15.15643 145.69002","Ransome_SAI06_SAI06B_110101_140101_sessile_DMSO","sessile","ICL","Imperial College London","Ransome ARMS","DMSO","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","blender","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","SAI.6.BS"
"WAK.6.BS","Run10","Ransome_WAK06_WAK06A_110101_140101","Ransome","ARMS","01/01/2011","01/01/2014",2011,2014,36,"Molly Timmers","Pacific","Wake Island","","Wake Island","Wake Island","","WAK06",19.29178,166.60729,"19° 17' 30.40"" N","166° 36' 26.24"" E","forereef","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2PRIA_2014_WAK_06A","19.29178 166.60729","Ransome_WAK06_WAK06A_110101_140101_sessile_DMSO","sessile","ICL","Imperial College London","Ransome ARMS","DMSO","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","blender","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","WAK.6.BS"
"WAK.8.BS","Run10","Ransome_WAK08_WAK08A_110101_140101","Ransome","ARMS","01/01/2011","01/01/2014",2011,2014,36,"Molly Timmers","Pacific","Wake Island","","Wake Island","Wake Island","","WAK08",19.31627,166.59834,"19° 18' 58.57"" N","166° 35' 54.02"" E","forereef","","","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2PRIA_2014_WAK_08A","19.31627 166.59834","Ransome_WAK08_WAK08A_110101_140101_sessile_DMSO","sessile","ICL","Imperial College London","Ransome ARMS","DMSO","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","blender","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","WAK.8.BS"
"JAR.11.BS","Run11","Ransome_JAR11_JAR11C_120501_150301","Ransome","ARMS","01/05/2012","01/03/2015",2012,2015,34,"","Pacific","Line Islands","","Jarvis","Jarvis Island","Line Islands","JAR11",-0.369001552,-160.008115,"00° 22' 08.40"" S","160° 00' 29.21"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2LI_2015_JAR_11C","-0.369001552 -160.008115","Ransome_JAR11_JAR11C_120501_150301_sessile_DMSO","sessile","ICL","Imperial College London","Ransome ARMS","DMSO","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","blender","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","JAR.11.BS"
"JAR.4C.BS","Run11","Ransome_JAR04_JAR04C_120501_150301","Ransome","ARMS","01/05/2012","01/03/2015",2012,2015,34,"","Pacific","Line Islands","","Jarvis","Jarvis Island","Line Islands","JAR04",-0.382331461,-160.0029528,"00° 22' 56.39"" S","160° 00' 10.63"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2LI_2015_JAR_04C","-0.382331461 -160.0029528","Ransome_JAR04_JAR04C_120501_150301_sessile_DMSO","sessile","ICL","Imperial College London","Ransome ARMS","DMSO","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","blender","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","JAR.4C.BS"
"JAR.8.BS","Run11","Ransome_JAR08_JAR08C_120501_150301","Ransome","ARMS","01/05/2012","01/03/2015",2012,2015,34,"","Pacific","Line Islands","","Jarvis","Jarvis Island","Line Islands","JAR08",-0.363118714,-159.9912139,"00° 21' 47.22"" S","159° 59' 28.36"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2LI_2015_JAR_08C","-0.363118714 -159.9912139","Ransome_JAR08_JAR08C_120501_150301_sessile_DMSO","sessile","ICL","Imperial College London","Ransome ARMS","DMSO","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","blender","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","JAR.8.BS"
"KIN.11.BS","Run11","Ransome_KIN11_KIN11C_120501_150301","Ransome","ARMS","01/05/2012","01/03/2015",2012,2015,34,"Molly Timmers","Pacific","Line Islands","","Kingman","Kingman Reef","Line Islands","KIN11",6.381851323,-162.3464465,"06° 22' 54.66"" N","162° 20' 47.20"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2LI_2015_KIN_11C","6.381851323 -162.3464465","Ransome_KIN11_KIN11C_120501_150301_sessile_DMSO","sessile","ICL","Imperial College London","Ransome ARMS","DMSO","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","blender","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","KIN.11.BS"
"KIN.13A.BS","Run11","Ransome_KIN13_KIN13A_120501_150301","Ransome","ARMS","01/05/2012","01/03/2015",2012,2015,34,"Molly Timmers","Pacific","Line Islands","","Kingman","Kingman Reef","Line Islands","KIN13",6.3822,-162.3840833,"06° 22' 55.92"" N","162° 23' 02.69"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2LI_2015_KIN_13A","6.3822 -162.3840833","Ransome_KIN13_KIN13A_120501_150301_sessile_DMSO","sessile","ICL","Imperial College London","Ransome ARMS","DMSO","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","blender","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","KIN.13A.BS"
"KIN.13B.BS","Run11","Ransome_KIN13_KIN13B_120501_150301","Ransome","ARMS","01/05/2012","01/03/2015",2012,2015,34,"Molly Timmers","Pacific","Line Islands","","Kingman","Kingman Reef","Line Islands","KIN13",6.3822,-162.3840833,"06° 22' 55.92"" N","162° 23' 02.69"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2LI_2015_KIN_13B","6.3822 -162.3840833","Ransome_KIN13_KIN13B_120501_150301_sessile_DMSO","sessile","ICL","Imperial College London","Ransome ARMS","DMSO","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","blender","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","KIN.13B.BS"
"KIN.13C.BS","Run11","Ransome_KIN13_KIN13C_120501_150301","Ransome","ARMS","01/05/2012","01/03/2015",2012,2015,34,"Molly Timmers","Pacific","Line Islands","","Kingman","Kingman Reef","Line Islands","KIN13",6.3822,-162.3840833,"06° 22' 55.92"" N","162° 23' 02.69"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2LI_2015_KIN_13C","6.3822 -162.3840833","Ransome_KIN13_KIN13C_120501_150301_sessile_DMSO","sessile","ICL","Imperial College London","Ransome ARMS","DMSO","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","blender","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","KIN.13C.BS"
"KIN.5.BS","Run11","Ransome_KIN05_KIN05C_120501_150301","Ransome","ARMS","01/05/2012","01/03/2015",2012,2015,34,"Molly Timmers","Pacific","Line Islands","","Kingman","Kingman Reef","Line Islands","KIN05",6.393416667,-162.3476333,"06° 23' 36.30"" N","162° 20' 51.47"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2LI_2015_KIN_05C","6.393416667 -162.3476333","Ransome_KIN05_KIN05C_120501_150301_sessile_DMSO","sessile","ICL","Imperial College London","Ransome ARMS","DMSO","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","blender","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","KIN.5.BS"
"MOO.21b.BS","Run11","Ransome_MOO01_MOO21_120201_140117","Ransome","ARMS","01/02/2012","17/01/2014",2012,2014,23,"Chris Meyer, Emma Ransome, Molly Timmers","Pacific","French Polynesia","","ARMS West site - north shore","Moorea Island","Society Islands","MOO01",-17.47849,-149.84766,"17° 28' 42.56"" S","149° 50' 51.57"" W","outer reef slope","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FFV22014_ARMS_MOO_021","-17.47849 -149.84766","Ransome_MOO01_MOO21_120201_140117_sessile_DMSO","sessile","ICL","Imperial College London","Ransome ARMS","DMSO","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","blender","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","MOO.21b.BS"
"MOO.25.BS","Run11","Ransome_MOO03_MOO25_120201_140122","Ransome","ARMS","01/02/2012","22/01/2014",2012,2014,23,"Chris Meyer, Emma Ransome, Molly Timmers","Pacific","French Polynesia","","ARMS East site - north shore","Moorea Island","Society Islands","MOO03",-17.47638,-149.83159,"17° 28' 34.96"" S","149° 49' 53.72"" W","outer reef slope","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FFV22014_ARMS_MOO_025","-17.47638 -149.83159","Ransome_MOO03_MOO25_120201_140122_sessile_DMSO","sessile","ICL","Imperial College London","Ransome ARMS","DMSO","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","blender","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","MOO.25.BS"
"MOO.27b.BS","Run11","Ransome_MOO03_MOO27_120201_140121","Ransome","ARMS","01/02/2012","21/01/2014",2012,2014,23,"Chris Meyer, Emma Ransome, Molly Timmers","Pacific","French Polynesia","","ARMS East site - north shore","Moorea Island","Society Islands","MOO03",-17.47638,-149.83159,"17° 28' 34.96"" S","149° 49' 53.72"" W","outer reef slope","","Rev B","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FFV22014_ARMS_MOO_027","-17.47638 -149.83159","Ransome_MOO03_MOO27_120201_140121_sessile_DMSO","sessile","ICL","Imperial College London","Ransome ARMS","DMSO","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","blender","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","MOO.27b.BS"
"OFU.3B.BS","Run11","Ransome_OFU03_OFU03B_120401_150201","Ransome","ARMS","01/04/2012","01/02/2015",2012,2015,34,"Molly Timmers","Pacific","American Samoa","","American Samoa","Ofu Island","","OFU03",-14.18628333,-169.6599,"14° 11' 10.61"" S","169° 39' 35.63"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2SI_2015_OFU_03B","-14.18628333 -169.6599","Ransome_OFU03_OFU03B_120401_150201_sessile_DMSO","sessile","ICL","Imperial College London","Ransome ARMS","DMSO","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","blender","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","OFU.3B.BS"
"OFU.3C.BS","Run11","Ransome_OFU03_OFU03C_120401_150201","Ransome","ARMS","01/04/2012","01/02/2015",2012,2015,34,"Molly Timmers","Pacific","American Samoa","","American Samoa","Ofu Island","","OFU03",-14.18628333,-169.6599,"14° 11' 10.61"" S","169° 39' 35.63"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2SI_2015_OFU_03C","-14.18628333 -169.6599","Ransome_OFU03_OFU03C_120401_150201_sessile_DMSO","sessile","ICL","Imperial College London","Ransome ARMS","DMSO","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","blender","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","OFU.3C.BS"
"OFU.4.BS","Run11","Ransome_OFU04_OFU04C_120401_150201","Ransome","ARMS","01/04/2012","01/02/2015",2012,2015,34,"Molly Timmers","Pacific","American Samoa","","American Samoa","Ofu Island","","OFU04",-14.1778,-169.649,"14° 10' 40.07"" S","169° 38' 56.40"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2SI_2015_OFU_04C","-14.1778 -169.649","Ransome_OFU04_OFU04C_120401_150201_sessile_DMSO","sessile","ICL","Imperial College London","Ransome ARMS","DMSO","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","blender","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","OFU.4.BS"
"OLO.4.BS","Run11","Ransome_OLO04_OLO04C_120401_150201","Ransome","ARMS","01/04/2012","01/02/2015",2012,2015,34,"Molly Timmers","Pacific","American Samoa","","American Samoa","Olosega","","OLO04",-14.1814,-169.6268,"14° 10' 53.04"" S","169° 37' 36.48"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2SI_2015_OLO_04A","-14.1814 -169.6268","Ransome_OLO04_OLO04C_120401_150201_sessile_DMSO","sessile","ICL","Imperial College London","Ransome ARMS","DMSO","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","blender","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","OLO.4.BS"
"PAL.1.BS","Run11","Ransome_PAL01_PAL01C_120501_150301","Ransome","ARMS","01/05/2012","01/03/2015",2012,2015,34,"Molly Timmers","Pacific","Line Islands","","Palmyra","Palmyra Atoll","Line Islands","PAL01",5.884683333,-162.0692667,"05° 53' 04.85"" N","162° 04' 09.36"" W","lagoon","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2LI_2015_PAL_01C","5.884683333 -162.0692667","Ransome_PAL01_PAL01C_120501_150301_sessile_DMSO","sessile","ICL","Imperial College London","Ransome ARMS","DMSO","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","blender","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","PAL.1.BS"
"PAL.17.BS","Run11","Ransome_PAL17_PAL17C_120501_150301","Ransome","ARMS","01/05/2012","01/03/2015",2012,2015,34,"Molly Timmers","Pacific","Line Islands","","Palmyra","Palmyra Atoll","Line Islands","PAL17",5.875332747,-162.1390317,"05° 52' 31.19"" N","162° 08' 20.51"" W","lagoon","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2LI_2015_PAL_17C","5.875332747 -162.1390317","Ransome_PAL17_PAL17C_120501_150301_sessile_DMSO","sessile","ICL","Imperial College London","Ransome ARMS","DMSO","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","blender","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","PAL.17.BS"
"PAL.19.BS","Run11","Ransome_PAL19_PAL19C_120501_150301","Ransome","ARMS","01/05/2012","01/03/2015",2012,2015,34,"Molly Timmers","Pacific","Line Islands","","Palmyra","Palmyra Atoll","Line Islands","PAL19",5.866369307,-162.1096345,"05° 51' 58.92"" N","162° 06' 34.68"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2LI_2015_PAL_19C","5.866369307 -162.1096345","Ransome_PAL19_PAL19C_120501_150301_sessile_DMSO","sessile","ICL","Imperial College London","Ransome ARMS","DMSO","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","blender","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","PAL.19.BS"
"ROS.19.BS","Run11","Ransome_ROS19_ROS19C_120401_150201","Ransome","ARMS","01/04/2012","01/02/2015",2012,2015,34,"Molly Timmers","Pacific","American Samoa","","Rose Atoll","Rose Atoll","Rose Atoll","ROS19",-14.54895,-168.13792,"14° 32' 56.21"" S","168° 08' 16.51"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2SI_2015_ROS_19C","-14.54895 -168.13792","Ransome_ROS19_ROS19C_120401_150201_sessile_DMSO","sessile","ICL","Imperial College London","Ransome ARMS","DMSO","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","blender","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","ROS.19.BS"
"ROS.25.BS","Run11","Ransome_ROS25_ROS25C_120401_150201","Ransome","ARMS","01/04/2012","01/02/2015",2012,2015,34,"Molly Timmers","Pacific","American Samoa","","Rose Atoll","Rose Atoll","Rose Atoll","ROS25",-14.52938333,-168.1534833,"14° 31' 45.77"" S","168° 09' 12.53"" W","forereef","Yes","RevC","Benthos","Mesh crate","Yes","Yes","https://n2t.net/ark:/21547/FDQ2SI_2015_ROS_25C","-14.52938333 -168.1534833","Ransome_ROS25_ROS25C_120401_150201_sessile_DMSO","sessile","ICL","Imperial College London","Ransome ARMS","DMSO","fraction metadata for all samples taken from Casey et al., 2021","Yes","bulk","blender","MoBio","PowerMax Soil DNA Isolation Kit","Yes","MoBio","PowerClean DNA Cleanup Kit","16S","515FB","806RB","Parada et al., 2014; Apprill et al., 2015","Yes","single step","Platinum Hot-Start PCR Masterix 2X",35,50,"Earth Microbiome protocol","Yes","No","ROS.25.BS"
